"","block_number","street1","street2"
"4156","1600","SHATTUCK AVE",NA
"4157","2100","UNIVERSITY AVE",NA
"4158","1500","BONITA AVE",NA
"4159","1200","SAN PABLO AVE",NA
"4160",NA,"SACRAMENTO STREET","PRINCE ST"
"4161","1900","CENTER ST",NA
"4162","1900","SAN PABLO AVE",NA
"4163","1200","FIFTH ST",NA
"4164",NA,"VIRGINIA STREET","FOURTH ST"
"4165","1900","MILVIA ST",NA
"4166","2300","BANCROFT WAY",NA
"4167",NA,"SHATTUCK AVENUE","ALLSTON WAY"
"4168","400","GILMAN ST",NA
"4169","2100","SHATTUCK AVE",NA
"4170",NA,"OXFORD STREET","ALLSTON WAY"
"4171","2400","FIFTH ST",NA
"4172",NA,"ADELINE STREET","FAIRVIEW ST"
"4173","2700","HILLEGASS AVE",NA
"4174","1300","DELAWARE ST",NA
"4175","2400","HASTE ST",NA
"4176","700","ENSENADA AVE",NA
"4177","1900","ALLSTON WAY",NA
"4178","2400","DURANT AVE",NA
"4179","2800","CHERRY ST",NA
"4180","2100","KITTREDGE ST",NA
"4181","1400","SHATTUCK AVE",NA
"4182","2500","NINTH ST",NA
"4183","2700","HILLEGASS AVE",NA
"4184","1800","SHORT ST",NA
"4185","2000","SAN PABLO AVE",NA
"4186","100","SEAWALL DR",NA
"4187","1800","FOURTH ST",NA
"4188","3000","CALIFORNIA ST",NA
"4189","2600","TELEGRAPH AVE",NA
"4190","1300","ADA ST",NA
"4191","100","SEAWALL DR",NA
"4192","1700","FOURTH ST",NA
"4193","1500","GRIZZLY PEAK BLVD",NA
"4194","3000","TREMONT ST",NA
"4195","2200","SHATTUCK AVE",NA
"4196","400","GILMAN ST",NA
"4197","2000","CHANNING WAY",NA
"4198",NA,"HEINZ AVENUE","SEVENTH ST"
"4199","2100","SAN PABLO AVE",NA
"4200","1300","UNIVERSITY AVE",NA
"4201","2400","MCKINLEY AVE",NA
"4202","2100","KITTREDGE ST",NA
"4203",NA,"OREGON STREET","SHATTUCK AVE"
"4204",NA,"HEARST AVENUE","CALIFORNIA ST"
"4205","1600","EUCLID AVE",NA
"4206","1600","RUSSELL ST",NA
"4207","2300","HILGARD AVE",NA
"4208","1900","DWIGHT WAY",NA
"4209","3000","ADELINE ST",NA
"4210","2400","PROSPECT ST",NA
"4211","2300","TELEGRAPH AVE",NA
"4212","2900","SACRAMENTO ST",NA
"4213",NA,"PARKER STREET","SAN PABLO AVE"
"4214","3000","TELEGRAPH AVE",NA
"4215",NA,"WOOLSEY STREET","TREMONT ST"
"4216","2900","SAN PABLO AVE",NA
"4217","1400","DELAWARE ST",NA
"4218","2700","REGENT ST",NA
"4219","1500","WALNUT ST",NA
"4220","1000","GILMAN ST",NA
"4221","2300","PIEDMONT AVE",NA
"4222","1900","CHESTNUT ST",NA
"4223","2000","FIFTH ST",NA
"4224","2000","DELAWARE ST",NA
"4225","2500","WOOLSEY ST",NA
"4226","1700","FRANCISCO ST",NA
"4227","1600","BONITA AVE",NA
"4228","2600","BANCROFT WAY",NA
"4229","2100","SHATTUCK AVE",NA
"4230","2000","BANCROFT WAY",NA
"4231",NA,"",NA
"4232","2300","NINTH ST",NA
"4233",NA,"CHANNING WAY","DANA ST"
"4234","1900","ALLSTON WAY",NA
"4235",NA,"GILMAN STREET","SEVENTH ST"
"4236","1500","OXFORD ST",NA
"4237","1300","NINTH ST",NA
"4238","2000","SHATTUCK AVE",NA
"4239","1500","WOOLSEY ST",NA
"4240","2400","ELLSWORTH ST",NA
"4241",NA,"W FRONTAGE ROAD","UNIVERSITY AVE"
"4242","1400","SHATTUCK AVE",NA
"4243","2300","LE CONTE AVE",NA
"4244","2100","ESSEX ST",NA
"4245","2000","ASHBY AVE",NA
"4246","400","GILMAN ST",NA
"4247","1700","HOPKINS ST",NA
"4248","1800","ADDISON ST",NA
"4249","1300","SAN PABLO AVE",NA
"4250","800","SHATTUCK AVE",NA
"4251","2600","TELEGRAPH AVE",NA
"4252","2400","BANCROFT WAY",NA
"4253","2400","TELEGRAPH AVE",NA
"4254","1200","FIFTH ST",NA
"4255","2200","SHATTUCK AVE",NA
"4256",NA,"TYLER STREET","KING ST"
"4257","200","MARINA BLVD",NA
"4258",NA,"EDITH STREET","VIRGINIA ST"
"4259","1300","GLENDALE AVE",NA
"4260","2100","ALLSTON WAY",NA
"4261","1700","PARKER ST",NA
"4262","1800","CARLETON ST",NA
"4263",NA,"SUTTER STREET","AMADOR AVE"
"4264","1300","SUMMIT RD",NA
"4265","2100","SACRAMENTO ST",NA
"4266",NA,"SAN PABLO AVENUE","ALLSTON WAY"
"4267","2200","MCKINLEY AVE",NA
"4268",NA,"DURANT AVENUE","TELEGRAPH AVE"
"4269","2500","SHATTUCK AVE",NA
"4270","800","ARLINGTON AVE",NA
"4271","1300","CORNELL AVE",NA
"4272","1500","SAN LORENZO AVE",NA
"4273","2200","SHATTUCK AVE",NA
"4274","2000","DURANT AVE",NA
"4275","600","SANTA BARBARA RD",NA
"4276","2300","HASTE ST",NA
"4277","2000","BERKELEY WAY",NA
"4278","1800","SAN PABLO AVE",NA
"4279","3100","CLAREMONT AVE",NA
"4280","2000","ALLSTON WAY",NA
"4281",NA,"PARKER STREET","WARRING ST"
"4282","2300","SHATTUCK AVE",NA
"4283","2500","SHATTUCK AVE",NA
"4284","1900","SAN ANTONIO AVE",NA
"4285","1800","SHORT ST",NA
"4286","1400","SHATTUCK AVE",NA
"4287","2100","HASTE ST",NA
"4288","2400","DANA ST",NA
"4289",NA,"HEARST AVENUE","EUCLID AVE"
"4290","2600","TELEGRAPH AVE",NA
"4291","1400","QUEENS RD",NA
"4292","2500","SHATTUCK AVE",NA
"4293","2800","MILVIA ST",NA
"4294","2500","TELEGRAPH AVE",NA
"4295","2100","KITTREDGE ST",NA
"4296","2000","CENTER ST",NA
"4297","1600","MILVIA ST",NA
"4298",NA,"ASHBY AVENUE","KING ST"
"4299","1700","CHESTNUT ST",NA
"4300","1700","SPRUCE ST",NA
"4301","1800","UNIVERSITY AVE",NA
"4302","1800","SIXTY-SECOND ST",NA
"4303","2900","HARPER ST",NA
"4304","1800","CAPISTRANO AVE",NA
"4305","2200","SHATTUCK AVE",NA
"4306","2100","MILVIA ST",NA
"4307","700","ADDISON ST",NA
"4308","2500","TELEGRAPH AVE",NA
"4309","1000","ASHBY AVE",NA
"4310","1700","SOLANO AVE",NA
"4311","2200","FOURTH ST",NA
"4312","1800","UNIVERSITY AVE",NA
"4313","1400","SHATTUCK AVE",NA
"4314","1500","WOOLSEY ST",NA
"4315",NA,"SHATTUCK AVENUE","CENTER ST"
"4316","2200","SHATTUCK AVE",NA
"4317","1300","ASHBY AVE",NA
"4318","1700","UNIVERSITY AVE",NA
"4319","600","CEDAR ST",NA
"4320","400","GILMAN ST",NA
"4321","1100","SECOND ST",NA
"4322",NA,"ASHBY AVENUE","COLLEGE AVE"
"4323",NA,"TELEGRAPH AVENUE","STUART ST"
"4324",NA,"COLLEGE AVENUE","DURANT AVE"
"4325","1400","SHATTUCK AVE",NA
"4326","2300","FOURTH ST",NA
"4327","2600","HILLEGASS AVE",NA
"4328","1700","HEARST AVE",NA
"4329","2100","SHATTUCK AVE",NA
"4330","2000","OREGON ST",NA
"4331","1700","DWIGHT WAY",NA
"4332","2600","CALIFORNIA ST",NA
"4333","2400","DWIGHT WAY",NA
"4334",NA,"SEVENTH STREET","PARKER ST"
"4335","700","GILMAN ST",NA
"4336","2200","SHATTUCK AVE",NA
"4337","1300","ROSE ST",NA
"4338",NA,"CHANNING WAY","PROSPECT ST"
"4339","2200","SACRAMENTO ST",NA
"4340","2000","HEARST AVE",NA
"4341",NA,"",NA
"4342","800","REGAL RD",NA
"4343","3100","SHATTUCK AVE",NA
"4344","2700","RIDGE RD",NA
"4345",NA,"SECOND STREET","HARRISON ST"
"4346","2400","WARRING ST",NA
"4347","200","UNIVERSITY AVE",NA
"4348","2100","DELAWARE ST",NA
"4349","2200","DWIGHT WAY",NA
"4350",NA,"FOURTH STREET","HEARST AVE"
"4351","2000","STUART ST",NA
"4352",NA,"ALLSTON WAY","SPAULDING AVE"
"4353","2200","GRANT ST",NA
"4354","1300","TENTH ST",NA
"4355","2000","KITTREDGE ST",NA
"4356",NA,"CLAREMONT BOULEVARD","RUSSELL ST"
"4357","2800","GARBER ST",NA
"4358","1500","OXFORD ST",NA
"4359","2100","KITTREDGE ST",NA
"4360","2200","FOURTH ST",NA
"4361",NA,"GRANT STREET","HEARST AVE"
"4362","1300","ASHBY AVE",NA
"4363","600","CEDAR ST",NA
"4364","1200","FIFTH ST",NA
"4365","2000","OREGON ST",NA
"4366","2500","WOOLSEY ST",NA
"4367","2100","SACRAMENTO ST",NA
"4368","600","VISTAMONT AVE",NA
"4369","100","HILLCREST RD",NA
"4370","2200","BLAKE ST",NA
"4371","2900","SHASTA RD",NA
"4372",NA,"SAN PABLO AVENUE","ASHBY AVE"
"4373","2500","SHATTUCK AVE",NA
"4374","2500","PIEDMONT AVE",NA
"4375","2400","VIRGINIA ST",NA
"4376",NA,"DWIGHT WAY","DANA ST"
"4377","2900","COLLEGE AVE",NA
"4378","2500","TELEGRAPH AVE",NA
"4379","2900","TELEGRAPH AVE",NA
"4380","100","FAIRLAWN DR",NA
"4381","1300","TALBOT AVE",NA
"4382","2700","HILGARD AVE",NA
"4383","1800","SONOMA AVE",NA
"4384","2900","NEWBURY ST",NA
"4385",NA,"HARRISON STREET","FIFTH ST"
"4386","2100","HASTE ST",NA
"4387","600","BANCROFT WAY",NA
"4388","2000","UNIVERSITY AVE",NA
"4389","1700","UNIVERSITY AVE",NA
"4390","2800","ELLSWORTH ST",NA
"4391","2500","REGENT ST",NA
"4392","2300","SHATTUCK AVE",NA
"4393","2900","STANTON ST",NA
"4394","2100","SHATTUCK AVE",NA
"4395","800","REGAL RD",NA
"4396","2100","CENTER ST",NA
"4397","1400","ALCATRAZ AVE",NA
"4398","3100","SACRAMENTO ST",NA
"4399","1100","GRIZZLY PEAK BLVD",NA
"4400","2100","SHATTUCK AVE",NA
"4401",NA,"UNIVERSITY AVENUE","CURTIS ST"
"4402","2000","FIFTH ST",NA
"4403",NA,"SHATTUCK AVENUE","WOOLSEY ST"
"4404","2900","DOMINGO AVE",NA
"4405","1600","SOLANO AVE",NA
"4406","2500","PIEDMONT AVE",NA
"4407","3015","SAN PABLO AVE",NA
"4408","1400","HEARST AVE",NA
"4409","1500","HAWTHORNE TER",NA
"4410","2300","DURANT AVE",NA
"4411","1400","ASHBY AVE",NA
"4412","2200","DWIGHT WAY",NA
"4413","2600","BENVENUE AVE",NA
"4414","2800","ADELINE ST",NA
"4415","200","UNIVERSITY AVE",NA
"4416",NA,"PARK STREET","WARD ST"
"4417","2000","ASHBY AVE",NA
"4418",NA,"ASHBY AVENUE","BENVENUE AVE"
"4419","3200","SACRAMENTO ST",NA
"4420","2100","BANCROFT WAY",NA
"4421","2500","REGENT ST",NA
"4422","1400","SHATTUCK AVE",NA
"4423","2300","FOURTH ST",NA
"4424","2000","ADDISON ST",NA
"4425","1888","BERKELEY WAY",NA
"4426","2100","SHATTUCK AVE",NA
"4427","2000","CENTER ST",NA
"4428","1300","SAN PABLO AVE",NA
"4429","1300","BERKELEY WAY",NA
"4430","2400","DURANT AVE",NA
"4431","2300","TENTH ST",NA
"4432","1500","HEARST AVE",NA
"4433","2900","NINTH ST",NA
"4434","1800","PRINCE ST",NA
"4435","1300","DWIGHT WAY",NA
"4436",NA,"CENTER STREET","SHATTUCK AVE"
"4437","2300","DURANT AVE",NA
"4438","2600","HASTE ST",NA
"4439","1800","FOURTH ST",NA
"4440","1300","DELAWARE ST",NA
"4441",NA,"UNIVERSITY AVENUE","BONAR ST"
"4442","400","SPRUCE ST",NA
"4443",NA,"DWIGHT WAY","HILLEGASS AVE"
"4444","1400","ASHBY AVE",NA
"4445",NA,"FRANKLIN STREET","CEDAR ST"
"4446","2200","SHATTUCK AVE",NA
"4447","600","PAGE ST",NA
"4448",NA,"SAN PABLO AVENUE","GILMAN ST"
"4449","1400","OXFORD ST",NA
"4450","1700","BLAKE ST",NA
"4451","1600","CORNELL AVE",NA
"4452","2300","PIEDMONT AVE",NA
"4453",NA,"FOURTH STREET","ADDISON ST"
"4454","700","ALLSTON WAY",NA
"4455","1400","SIXTY-SEVENTH ST",NA
"4456",NA,"SHATTUCK AVENUE","ALLSTON WAY"
"4457","2300","FOURTH ST",NA
"4458","1600","HEARST AVE",NA
"4459","1900","SAN PABLO AVE",NA
"4460","2000","KITTREDGE ST",NA
"4461","900","HEINZ AVE",NA
"4462","2900","DERBY ST",NA
"4463","1200","KAINS AVE",NA
"4464",NA,"GRANT STREET","PARKER ST"
"4465","2400","BROWNING ST",NA
"4466","1800","CURTIS ST",NA
"4467","1500","HAWTHORNE TER",NA
"4468","2600","DANA ST",NA
"4469","2100","SHATTUCK AVE",NA
"4470","2300","WOOLSEY ST",NA
"4471","1400","ADA ST",NA
"4472","1900","SHATTUCK AVE",NA
"4473","2400","PROSPECT ST",NA
"4474","1799","FOURTH ST",NA
"4475","3200","CLAREMONT AVE",NA
"4476","2500","PIEDMONT AVE",NA
"4477","2700","HILLEGASS AVE",NA
"4478",NA,"HEARST AVENUE","FOURTH ST"
"4479","2300","PIEDMONT AVE",NA
"4480",NA,"EIGHTH STREET","DELAWARE ST"
"4481",NA,"ASHBY AVENUE","CLAREMONT AVE"
"4482",NA,"CHANNING WAY","TELEGRAPH AVE"
"4483","1700","CURTIS ST",NA
"4484","1100","RUSSELL ST",NA
"4485",NA,"ALLSTON WAY","FOURTH ST"
"4486","2300","SHATTUCK AVE",NA
"4487","1600","SIXTY-SECOND ST",NA
"4488","1400","CALIFORNIA ST",NA
"4489","600","HARRISON ST",NA
"4490",NA,"TELEGRAPH AVENUE","DERBY ST"
"4491","2600","EIGHTH ST",NA
"4492","1300","NINTH ST",NA
"4493","1900","SAN PABLO AVE",NA
"4494","1700","CALIFORNIA ST",NA
"4495","2500","MILVIA ST",NA
"4496","1200","TALBOT AVE",NA
"4497","1000","UNIVERSITY AVE",NA
"4498","1100","DWIGHT WAY",NA
"4499","700","HEARST AVE",NA
"4500","2800","ADELINE ST",NA
"4501","2500","NINTH ST",NA
"4502","1700","EIGHTH ST",NA
"4503","2100","VINE ST",NA
"4504","1500","DWIGHT WAY",NA
"4505",NA,"SHATTUCK AVENUE","CENTER ST"
"4506","2200","HEARST AVE",NA
"4507",NA,"TELEGRAPH AVENUE","BLAKE ST"
"4508","3200","ADELINE ST",NA
"4509","2200","SHATTUCK AVE",NA
"4510","1300","MILVIA ST",NA
"4511","2500","TELEGRAPH AVE",NA
"4512","2400","BANCROFT WAY",NA
"4513","2500","SHATTUCK AVE",NA
"4514","2300","SHATTUCK AVE",NA
"4515","500","SPRUCE ST",NA
"4516","1400","JOSEPHINE ST",NA
"4517","2200","SPAULDING AVE",NA
"4518",NA,"MABEL STREET","BURNETT ST"
"4519","1800","FOURTH ST",NA
"4520","2800","EIGHTH ST",NA
"4521","1100","SECOND ST",NA
"4522",NA,"BANCROFT WAY","FOURTH ST"
"4523","1100","ARCH ST",NA
"4524","2000","SAN PABLO AVE",NA
"4525","2300","PIEDMONT AVE",NA
"4526",NA,"FOURTH STREET","HEARST AVE"
"4527",NA,"DELAWARE STREET","SAN PABLO AVE"
"4528","1800","DELAWARE ST",NA
"4529","2600","DURANT AVE",NA
"4530","2200","GRANT ST",NA
"4531","2300","SHATTUCK AVE",NA
"4532","2000","SAN PABLO AVE",NA
"4533","1600","JAYNES ST",NA
"4534","1400","ARCH ST",NA
"4535",NA,"DERBY STREET","HILLEGASS AVE"
"4536",NA,"OXFORD STREET","ALLSTON WAY"
"4537",NA,"SHATTUCK AVENUE","CENTER ST"
"4538",NA,"DURANT AVENUE","BOWDITCH ST"
"4539","2300","PRINCE ST",NA
"4540","2500","VIRGINIA ST",NA
"4541",NA,"PARKER STREET","TELEGRAPH AVE"
"4542","1500","ALLSTON WAY",NA
"4543","2100","SEVENTH ST",NA
"4544","1600","FAIRVIEW ST",NA
"4545","600","SPRUCE ST",NA
"4546","1600","RUSSELL ST",NA
"4547","1100","FRANCISCO ST",NA
"4548","3000","ACTON ST",NA
"4549",NA,"GILMAN STREET","W FRONTAGE RD"
"4550","1600","WOOLSEY ST",NA
"4551","2400","HASTE ST",NA
"4552","1900","RUSSELL ST",NA
"4553","1400","ALLSTON WAY",NA
"4554","2300","BANCROFT WAY",NA
"4555","2600","LE CONTE AVE",NA
"4556","2500","COLLEGE AVE",NA
"4557","2300","HILGARD AVE",NA
"4558","2300","SHATTUCK AVE",NA
"4559","2200","SUMMER ST",NA
"4560","1800","ACTON ST",NA
